date,year,yday,wday,hai,region,sex,cases_day,deaths_day,dalys_day
2012-07-09,2012,191,1,UTI,Germany,Female,294,5,91.5
2012-07-09,2012,191,1,BSI,Germany,Male,45,6,96.46
2012-07-09,2012,191,1,CDI,Germany,Male,43,2,25.19
2012-07-09,2012,191,1,HAP,Germany,Male,166,6,107.99
2012-07-09,2012,191,1,SSI,Germany,Male,127,3,39.31
2012-07-09,2012,191,1,UTI,Germany,Male,318,5,99.13
2012-07-10,2012,192,2,BSI,EU/EEA,Female,36,5,76.84
2012-07-10,2012,192,2,CDI,EU/EEA,Female,48,3,27.7
2012-07-10,2012,192,2,HAP,EU/EEA,Female,149,6,97.19
2012-07-10,2012,192,2,SSI,EU/EEA,Female,93,2,28.84
2012-07-10,2012,192,2,UTI,EU/EEA,Female,323,6,100.66
2012-07-10,2012,192,2,BSI,EU/EEA,Male,49,7,106.11
2012-07-10,2012,192,2,CDI,EU/EEA,Male,48,3,27.7
2012-07-10,2012,192,2,HAP,EU/EEA,Male,182,7,118.77
2012-07-10,2012,192,2,SSI,EU/EEA,Male,140,3,43.26
2012-07-10,2012,192,2,UTI,EU/EEA,Male,350,6,109.04
2012-07-10,2012,192,2,BSI,Germany,Female,32,5,69.86
2012-07-10,2012,192,2,CDI,Germany,Female,43,2,25.19
2012-07-10,2012,192,2,HAP,Germany,Female,135,5,88.34
2012-07-10,2012,192,2,SSI,Germany,Female,85,2,26.21
2012-07-10,2012,192,2,UTI,Germany,Female,294,5,91.5
2012-07-10,2012,192,2,BSI,Germany,Male,45,6,96.46
2012-07-10,2012,192,2,CDI,Germany,Male,43,2,25.19
2012-07-10,2012,192,2,HAP,Germany,Male,166,6,107.99
2012-07-10,2012,192,2,SSI,Germany,Male,127,3,39.31
2012-07-10,2012,192,2,UTI,Germany,Male,318,5,99.13
2012-07-11,2012,193,3,BSI,EU/EEA,Female,36,5,78.38
2012-07-11,2012,193,3,CDI,EU/EEA,Female,49,3,28.25
2012-07-11,2012,193,3,HAP,EU/EEA,Female,152,6,99.13
2012-07-11,2012,193,3,SSI,EU/EEA,Female,95,2,29.42
2012-07-11,2012,193,3,UTI,EU/EEA,Female,330,6,102.67
2012-07-11,2012,193,3,BSI,EU/EEA,Male,50,7,108.24
2012-07-11,2012,193,3,CDI,EU/EEA,Male,49,3,28.25
2012-07-11,2012,193,3,HAP,EU/EEA,Male,186,7,121.15
2012-07-11,2012,193,3,SSI,EU/EEA,Male,143,3,44.12
2012-07-11,2012,193,3,UTI,EU/EEA,Male,357,6,111.22
2012-07-11,2012,193,3,BSI,Germany,Female,33,5,71.25
2012-07-11,2012,193,3,CDI,Germany,Female,44,2,25.69
2012-07-11,2012,193,3,HAP,Germany,Female,138,5,90.11
2012-07-11,2012,193,3,SSI,Germany,Female,86,2,26.74
2012-07-11,2012,193,3,UTI,Germany,Female,300,5,93.33
2012-07-11,2012,193,3,BSI,Germany,Male,45,7,98.39
2012-07-11,2012,193,3,CDI,Germany,Male,44,2,25.69
2012-07-11,2012,193,3,HAP,Germany,Male,169,6,110.15
2012-07-11,2012,193,3,SSI,Germany,Male,130,3,40.1
2012-07-11,2012,193,3,UTI,Germany,Male,325,6,101.11
2012-07-12,2012,194,4,BSI,EU/EEA,Female,37,5,79.15
2012-07-12,2012,194,4,CDI,EU/EEA,Female,49,3,28.53
2012-07-12,2012,194,4,HAP,EU/EEA,Female,153,6,100.1
2012-07-12,2012,194,4,SSI,EU/EEA,Female,96,2,29.71
2012-07-12,2012,194,4,UTI,EU/EEA,Female,333,6,103.68
2012-07-12,2012,194,4,BSI,EU/EEA,Male,51,7,109.3
2012-07-12,2012,194,4,CDI,EU/EEA,Male,49,3,28.53
2012-07-12,2012,194,4,HAP,EU/EEA,Male,188,7,122.33
2012-07-12,2012,194,4,SSI,EU/EEA,Male,144,4,44.55
2012-07-12,2012,194,4,UTI,EU/EEA,Male,361,6,112.31
2012-07-12,2012,194,4,BSI,Germany,Female,33,5,71.95
2012-07-12,2012,194,4,CDI,Germany,Female,45,2,25.94
2012-07-12,2012,194,4,HAP,Germany,Female,139,5,90.99
2012-07-12,2012,194,4,SSI,Germany,Female,87,2,27
2012-07-12,2012,194,4,UTI,Germany,Female,303,5,94.25
2012-07-12,2012,194,4,BSI,Germany,Male,46,7,99.35
2012-07-12,2012,194,4,CDI,Germany,Male,45,2,25.94
2012-07-12,2012,194,4,HAP,Germany,Male,171,6,111.23
2012-07-12,2012,194,4,SSI,Germany,Male,131,3,40.49
2012-07-12,2012,194,4,UTI,Germany,Male,328,6,102.1
2012-07-13,2012,195,5,BSI,EU/EEA,Female,37,5,80.68
2012-07-13,2012,195,5,CDI,EU/EEA,Female,50,3,29.09
2012-07-13,2012,195,5,HAP,EU/EEA,Female,156,6,102.04
2012-07-13,2012,195,5,SSI,EU/EEA,Female,98,2,30.28
2012-07-13,2012,195,5,UTI,EU/EEA,Female,339,6,105.69
2012-07-13,2012,195,5,BSI,EU/EEA,Male,52,8,111.42
2012-07-13,2012,195,5,CDI,EU/EEA,Male,50,3,29.09
2012-07-13,2012,195,5,HAP,EU/EEA,Male,191,7,124.71
2012-07-13,2012,195,5,SSI,EU/EEA,Male,147,4,45.42
2012-07-13,2012,195,5,UTI,EU/EEA,Male,368,6,114.49
2012-07-13,2012,195,5,BSI,Germany,Female,34,5,73.35
2012-07-13,2012,195,5,CDI,Germany,Female,46,2,26.44
2012-07-13,2012,195,5,HAP,Germany,Female,142,5,92.76
2012-07-13,2012,195,5,SSI,Germany,Female,89,2,27.52
2012-07-13,2012,195,5,UTI,Germany,Female,308,5,96.08
2012-07-13,2012,195,5,BSI,Germany,Male,47,7,101.28
2012-07-13,2012,195,5,CDI,Germany,Male,46,2,26.44
2012-07-13,2012,195,5,HAP,Germany,Male,174,6,113.38
2012-07-13,2012,195,5,SSI,Germany,Male,134,3,41.28
2012-07-13,2012,195,5,UTI,Germany,Male,334,6,104.08
2012-07-14,2012,196,6,BSI,EU/EEA,Female,34,5,73
2012-07-14,2012,196,6,CDI,EU/EEA,Female,45,2,26.31
2012-07-14,2012,196,6,HAP,EU/EEA,Female,142,5,92.33
2012-07-14,2012,196,6,SSI,EU/EEA,Female,88,2,27.4
2012-07-14,2012,196,6,UTI,EU/EEA,Female,307,5,95.62
2012-07-14,2012,196,6,BSI,EU/EEA,Male,47,7,100.81
2012-07-14,2012,196,6,CDI,EU/EEA,Male,45,2,26.31
2012-07-14,2012,196,6,HAP,EU/EEA,Male,173,7,112.83
2012-07-14,2012,196,6,SSI,EU/EEA,Male,133,3,41.09
2012-07-14,2012,196,6,UTI,EU/EEA,Male,333,6,103.59
2012-07-14,2012,196,6,BSI,Germany,Female,31,4,66.36
2012-07-14,2012,196,6,CDI,Germany,Female,41,2,23.93
2012-07-14,2012,196,6,HAP,Germany,Female,129,5,83.93
2012-07-14,2012,196,6,SSI,Germany,Female,80,2,24.9
2012-07-14,2012,196,6,UTI,Germany,Female,279,5,86.92
2012-07-14,2012,196,6,BSI,Germany,Male,42,6,91.63
2012-07-14,2012,196,6,CDI,Germany,Male,41,2,23.93
2012-07-14,2012,196,6,HAP,Germany,Male,157,6,102.59
2012-07-14,2012,196,6,SSI,Germany,Male,121,3,37.35
2012-07-14,2012,196,6,UTI,Germany,Male,302,5,94.17
2012-07-15,2012,197,7,BSI,EU/EEA,Female,34,5,73
2012-07-15,2012,197,7,CDI,EU/EEA,Female,45,2,26.31
2012-07-15,2012,197,7,HAP,EU/EEA,Female,142,5,92.33
2012-07-15,2012,197,7,SSI,EU/EEA,Female,88,2,27.4
2012-07-15,2012,197,7,UTI,EU/EEA,Female,307,5,95.62
2012-07-15,2012,197,7,BSI,EU/EEA,Male,47,7,100.81
2012-07-15,2012,197,7,CDI,EU/EEA,Male,45,2,26.31
2012-07-15,2012,197,7,HAP,EU/EEA,Male,173,7,112.83
2012-07-15,2012,197,7,SSI,EU/EEA,Male,133,3,41.09
2012-07-15,2012,197,7,UTI,EU/EEA,Male,333,6,103.59
2012-07-15,2012,197,7,BSI,Germany,Female,31,4,66.36
2012-07-15,2012,197,7,CDI,Germany,Female,41,2,23.93
2012-07-15,2012,197,7,HAP,Germany,Female,129,5,83.93
2012-07-15,2012,197,7,SSI,Germany,Female,80,2,24.9
2012-07-15,2012,197,7,UTI,Germany,Female,279,5,86.92
2012-07-15,2012,197,7,BSI,Germany,Male,42,6,91.63
2012-07-15,2012,197,7,CDI,Germany,Male,41,2,23.93
2012-07-15,2012,197,7,HAP,Germany,Male,157,6,102.59
2012-07-15,2012,197,7,SSI,Germany,Male,121,3,37.35
2012-07-15,2012,197,7,UTI,Germany,Male,302,5,94.17
2012-07-16,2012,198,1,BSI,EU/EEA,Female,34,5,73.17
2012-07-16,2012,198,1,CDI,EU/EEA,Female,45,2,26.39
2012-07-16,2012,198,1,HAP,EU/EEA,Female,142,5,92.56
2012-07-16,2012,198,1,SSI,EU/EEA,Female,89,2,27.46
2012-07-16,2012,198,1,UTI,EU/EEA,Female,308,5,95.86
2012-07-16,2012,198,1,BSI,EU/EEA,Male,47,7,101.06
2012-07-16,2012,198,1,CDI,EU/EEA,Male,45,2,26.39
2012-07-16,2012,198,1,HAP,EU/EEA,Male,173,6,113.11
2012-07-16,2012,198,1,SSI,EU/EEA,Male,133,3,41.2
2012-07-16,2012,198,1,UTI,EU/EEA,Male,333,6,103.86
2012-07-16,2012,198,1,BSI,Germany,Female,31,4,66.53
2012-07-16,2012,198,1,CDI,Germany,Female,41,2,23.99
2012-07-16,2012,198,1,HAP,Germany,Female,129,5,84.14
2012-07-16,2012,198,1,SSI,Germany,Female,81,2,24.97
2012-07-16,2012,198,1,UTI,Germany,Female,280,5,87.14
2012-07-16,2012,198,1,BSI,Germany,Male,42,6,91.87
2012-07-16,2012,198,1,CDI,Germany,Male,41,2,23.99
2012-07-16,2012,198,1,HAP,Germany,Male,158,6,102.84
2012-07-16,2012,198,1,SSI,Germany,Male,121,3,37.44
2012-07-16,2012,198,1,UTI,Germany,Male,303,5,94.41
2012-07-17,2012,199,2,BSI,EU/EEA,Female,34,5,73.17
2012-07-17,2012,199,2,CDI,EU/EEA,Female,45,2,26.39
2012-07-17,2012,199,2,HAP,EU/EEA,Female,142,5,92.56
2012-07-17,2012,199,2,SSI,EU/EEA,Female,89,2,27.46
2012-07-17,2012,199,2,UTI,EU/EEA,Female,308,5,95.86
2012-07-17,2012,199,2,BSI,EU/EEA,Male,47,7,101.06
2012-07-17,2012,199,2,CDI,EU/EEA,Male,45,2,26.39
2012-07-17,2012,199,2,HAP,EU/EEA,Male,173,6,113.11
2012-07-17,2012,199,2,SSI,EU/EEA,Male,133,3,41.2
2012-07-17,2012,199,2,UTI,EU/EEA,Male,333,6,103.86
2012-07-17,2012,199,2,BSI,Germany,Female,31,4,66.53
2012-07-17,2012,199,2,CDI,Germany,Female,41,2,23.99
2012-07-17,2012,199,2,HAP,Germany,Female,129,5,84.14
2012-07-17,2012,199,2,SSI,Germany,Female,81,2,24.97
2012-07-17,2012,199,2,UTI,Germany,Female,280,5,87.14
2012-07-17,2012,199,2,BSI,Germany,Male,42,6,91.87
2012-07-17,2012,199,2,CDI,Germany,Male,41,2,23.99
2012-07-17,2012,199,2,HAP,Germany,Male,158,6,102.84
2012-07-17,2012,199,2,SSI,Germany,Male,121,3,37.44
2012-07-17,2012,199,2,UTI,Germany,Male,303,5,94.41
2012-07-18,2012,200,3,BSI,EU/EEA,Female,35,5,74.63
2012-07-18,2012,200,3,CDI,EU/EEA,Female,46,2,26.91
2012-07-18,2012,200,3,HAP,EU/EEA,Female,145,5,94.41
2012-07-18,2012,200,3,SSI,EU/EEA,Female,90,2,28.01
2012-07-18,2012,200,3,UTI,EU/EEA,Female,314,5,97.77
2012-07-18,2012,200,3,BSI,EU/EEA,Male,48,7,103.08
2012-07-18,2012,200,3,CDI,EU/EEA,Male,46,2,26.91
2012-07-18,2012,200,3,HAP,EU/EEA,Male,177,7,115.38
2012-07-18,2012,200,3,SSI,EU/EEA,Male,136,3,42.02
2012-07-18,2012,200,3,UTI,EU/EEA,Male,340,6,105.93
2012-07-18,2012,200,3,BSI,Germany,Female,31,5,67.86
2012-07-18,2012,200,3,CDI,Germany,Female,42,2,24.47
2012-07-18,2012,200,3,HAP,Germany,Female,132,5,85.83
2012-07-18,2012,200,3,SSI,Germany,Female,82,2,25.47
2012-07-18,2012,200,3,UTI,Germany,Female,285,5,88.89
2012-07-18,2012,200,3,BSI,Germany,Male,43,6,93.71
2012-07-18,2012,200,3,CDI,Germany,Male,42,2,24.47
2012-07-18,2012,200,3,HAP,Germany,Male,161,6,104.9
2012-07-18,2012,200,3,SSI,Germany,Male,123,3,38.19
2012-07-18,2012,200,3,UTI,Germany,Male,309,5,96.3
2012-07-19,2012,201,4,BSI,EU/EEA,Female,35,5,75.37
2012-07-19,2012,201,4,CDI,EU/EEA,Female,47,3,27.18
2012-07-19,2012,201,4,HAP,EU/EEA,Female,146,5,95.33
2012-07-19,2012,201,4,SSI,EU/EEA,Female,91,2,28.28
2012-07-19,2012,201,4,UTI,EU/EEA,Female,317,5,98.73
2012-07-19,2012,201,4,BSI,EU/EEA,Male,48,7,104.09
2012-07-19,2012,201,4,CDI,EU/EEA,Male,47,3,27.18
2012-07-19,2012,201,4,HAP,EU/EEA,Male,179,7,116.51
2012-07-19,2012,201,4,SSI,EU/EEA,Male,137,3,42.44
2012-07-19,2012,201,4,UTI,EU/EEA,Male,343,6,106.97
2012-07-19,2012,201,4,BSI,Germany,Female,32,5,68.52
2012-07-19,2012,201,4,CDI,Germany,Female,43,2,24.71
2012-07-19,2012,201,4,HAP,Germany,Female,133,5,86.67
2012-07-19,2012,201,4,SSI,Germany,Female,83,2,25.72
2012-07-19,2012,201,4,UTI,Germany,Female,288,5,89.76
2012-07-19,2012,201,4,BSI,Germany,Male,44,6,94.63
2012-07-19,2012,201,4,CDI,Germany,Male,43,2,24.71
2012-07-19,2012,201,4,HAP,Germany,Male,162,6,105.93
2012-07-19,2012,201,4,SSI,Germany,Male,125,3,38.57
2012-07-19,2012,201,4,UTI,Germany,Male,312,5,97.25
2012-07-20,2012,202,5,BSI,EU/EEA,Female,36,5,76.83
2012-07-20,2012,202,5,CDI,EU/EEA,Female,48,3,27.7
2012-07-20,2012,202,5,HAP,EU/EEA,Female,149,6,97.18
2012-07-20,2012,202,5,SSI,EU/EEA,Female,93,2,28.83
2012-07-20,2012,202,5,UTI,EU/EEA,Female,323,6,100.65
2012-07-20,2012,202,5,BSI,EU/EEA,Male,49,7,106.11
2012-07-20,2012,202,5,CDI,EU/EEA,Male,48,3,27.7
2012-07-20,2012,202,5,HAP,EU/EEA,Male,182,7,118.77
2012-07-20,2012,202,5,SSI,EU/EEA,Male,140,3,43.26
2012-07-20,2012,202,5,UTI,EU/EEA,Male,350,6,109.05
2012-07-20,2012,202,5,BSI,Germany,Female,32,5,69.85
2012-07-20,2012,202,5,CDI,Germany,Female,43,2,25.18
2012-07-20,2012,202,5,HAP,Germany,Female,135,5,88.35
2012-07-20,2012,202,5,SSI,Germany,Female,85,2,26.22
2012-07-20,2012,202,5,UTI,Germany,Female,294,5,91.5
2012-07-20,2012,202,5,BSI,Germany,Male,45,6,96.47
2012-07-20,2012,202,5,CDI,Germany,Male,43,2,25.18
2012-07-20,2012,202,5,HAP,Germany,Male,166,6,107.98
2012-07-20,2012,202,5,SSI,Germany,Male,127,3,39.32
2012-07-20,2012,202,5,UTI,Germany,Male,318,5,99.13
2012-07-21,2012,203,6,BSI,EU/EEA,Female,32,5,69.51
2012-07-21,2012,203,6,CDI,EU/EEA,Female,43,2,25.07
2012-07-21,2012,203,6,HAP,EU/EEA,Female,135,5,87.93
2012-07-21,2012,203,6,SSI,EU/EEA,Female,84,2,26.08
2012-07-21,2012,203,6,UTI,EU/EEA,Female,292,5,91.06
2012-07-21,2012,203,6,BSI,EU/EEA,Male,44,6,96
2012-07-21,2012,203,6,CDI,EU/EEA,Male,43,2,25.07
2012-07-21,2012,203,6,HAP,EU/EEA,Male,165,6,107.46
2012-07-21,2012,203,6,SSI,EU/EEA,Male,126,3,39.14
2012-07-21,2012,203,6,UTI,EU/EEA,Male,317,5,98.66
2012-07-21,2012,203,6,BSI,Germany,Female,29,4,63.2
2012-07-21,2012,203,6,CDI,Germany,Female,39,2,22.79
2012-07-21,2012,203,6,HAP,Germany,Female,123,5,79.94
2012-07-21,2012,203,6,SSI,Germany,Female,77,2,23.72
2012-07-21,2012,203,6,UTI,Germany,Female,266,4,82.79
2012-07-21,2012,203,6,BSI,Germany,Male,40,6,87.28
2012-07-21,2012,203,6,CDI,Germany,Male,39,2,22.79
2012-07-21,2012,203,6,HAP,Germany,Male,150,6,97.7
2012-07-21,2012,203,6,SSI,Germany,Male,115,3,35.57
2012-07-21,2012,203,6,UTI,Germany,Male,288,5,89.69
2012-07-22,2012,204,7,BSI,EU/EEA,Female,32,5,69.51
2012-07-22,2012,204,7,CDI,EU/EEA,Female,43,2,25.07
2012-07-22,2012,204,7,HAP,EU/EEA,Female,135,5,87.93
2012-07-22,2012,204,7,SSI,EU/EEA,Female,84,2,26.08
2012-07-22,2012,204,7,UTI,EU/EEA,Female,292,5,91.06
2012-07-22,2012,204,7,BSI,EU/EEA,Male,44,6,96
2012-07-22,2012,204,7,CDI,EU/EEA,Male,43,2,25.07
2012-07-22,2012,204,7,HAP,EU/EEA,Male,165,6,107.46
2012-07-22,2012,204,7,SSI,EU/EEA,Male,126,3,39.14
2012-07-22,2012,204,7,UTI,EU/EEA,Male,317,5,98.66
2012-07-22,2012,204,7,BSI,Germany,Female,29,4,63.2
2012-07-22,2012,204,7,CDI,Germany,Female,39,2,22.79
2012-07-22,2012,204,7,HAP,Germany,Female,123,5,79.94
2012-07-22,2012,204,7,SSI,Germany,Female,77,2,23.72
2012-07-22,2012,204,7,UTI,Germany,Female,266,4,82.79
2012-07-22,2012,204,7,BSI,Germany,Male,40,6,87.28
2012-07-22,2012,204,7,CDI,Germany,Male,39,2,22.79
2012-07-22,2012,204,7,HAP,Germany,Male,150,6,97.7
2012-07-22,2012,204,7,SSI,Germany,Male,115,3,35.57
2012-07-22,2012,204,7,UTI,Germany,Male,288,5,89.69
2012-07-23,2012,205,1,BSI,EU/EEA,Female,36,5,76.84
2012-07-23,2012,205,1,CDI,EU/EEA,Female,48,3,27.7
2012-07-23,2012,205,1,HAP,EU/EEA,Female,149,6,97.19
2012-07-23,2012,205,1,SSI,EU/EEA,Female,93,2,28.84
2012-07-23,2012,205,1,UTI,EU/EEA,Female,323,6,100.66
2012-07-23,2012,205,1,BSI,EU/EEA,Male,49,7,106.11
2012-07-23,2012,205,1,CDI,EU/EEA,Male,48,3,27.7
2012-07-23,2012,205,1,HAP,EU/EEA,Male,182,7,118.77
2012-07-23,2012,205,1,SSI,EU/EEA,Male,140,3,43.26
2012-07-23,2012,205,1,UTI,EU/EEA,Male,350,6,109.04
2012-07-23,2012,205,1,BSI,Germany,Female,32,5,69.86
2012-07-23,2012,205,1,CDI,Germany,Female,43,2,25.19
2012-07-23,2012,205,1,HAP,Germany,Female,135,5,88.34
2012-07-23,2012,205,1,SSI,Germany,Female,85,2,26.21
2012-07-23,2012,205,1,UTI,Germany,Female,294,5,91.5
2012-07-23,2012,205,1,BSI,Germany,Male,45,6,96.46
2012-07-23,2012,205,1,CDI,Germany,Male,43,2,25.19
2012-07-23,2012,205,1,HAP,Germany,Male,166,6,107.99
2012-07-23,2012,205,1,SSI,Germany,Male,127,3,39.31
2012-07-23,2012,205,1,UTI,Germany,Male,318,5,99.13
2012-07-24,2012,206,2,BSI,EU/EEA,Female,36,5,76.84
2012-07-24,2012,206,2,CDI,EU/EEA,Female,48,3,27.7
2012-07-24,2012,206,2,HAP,EU/EEA,Female,149,6,97.19
2012-07-24,2012,206,2,SSI,EU/EEA,Female,93,2,28.84
2012-07-24,2012,206,2,UTI,EU/EEA,Female,323,6,100.66
2012-07-24,2012,206,2,BSI,EU/EEA,Male,49,7,106.11
2012-07-24,2012,206,2,CDI,EU/EEA,Male,48,3,27.7
2012-07-24,2012,206,2,HAP,EU/EEA,Male,182,7,118.77
2012-07-24,2012,206,2,SSI,EU/EEA,Male,140,3,43.26
2012-07-24,2012,206,2,UTI,EU/EEA,Male,350,6,109.04
2012-07-24,2012,206,2,BSI,Germany,Female,32,5,69.86
2012-07-24,2012,206,2,CDI,Germany,Female,43,2,25.19
2012-07-24,2012,206,2,HAP,Germany,Female,135,5,88.34
2012-07-24,2012,206,2,SSI,Germany,Female,85,2,26.21
2012-07-24,2012,206,2,UTI,Germany,Female,294,5,91.5
2012-07-24,2012,206,2,BSI,Germany,Male,45,6,96.46
2012-07-24,2012,206,2,CDI,Germany,Male,43,2,25.19
2012-07-24,2012,206,2,HAP,Germany,Male,166,6,107.99
2012-07-24,2012,206,2,SSI,Germany,Male,127,3,39.31
2012-07-24,2012,206,2,UTI,Germany,Male,318,5,99.13
2012-07-25,2012,207,3,BSI,EU/EEA,Female,36,5,78.38
2012-07-25,2012,207,3,CDI,EU/EEA,Female,49,3,28.25
2012-07-25,2012,207,3,HAP,EU/EEA,Female,152,6,99.13
2012-07-25,2012,207,3,SSI,EU/EEA,Female,95,2,29.42
2012-07-25,2012,207,3,UTI,EU/EEA,Female,330,6,102.67
2012-07-25,2012,207,3,BSI,EU/EEA,Male,50,7,108.24
2012-07-25,2012,207,3,CDI,EU/EEA,Male,49,3,28.25
2012-07-25,2012,207,3,HAP,EU/EEA,Male,186,7,121.15
2012-07-25,2012,207,3,SSI,EU/EEA,Male,143,3,44.12
2012-07-25,2012,207,3,UTI,EU/EEA,Male,357,6,111.22
2012-07-25,2012,207,3,BSI,Germany,Female,33,5,71.25
2012-07-25,2012,207,3,CDI,Germany,Female,44,2,25.69
2012-07-25,2012,207,3,HAP,Germany,Female,138,5,90.11
2012-07-25,2012,207,3,SSI,Germany,Female,86,2,26.74
2012-07-25,2012,207,3,UTI,Germany,Female,300,5,93.33
2012-07-25,2012,207,3,BSI,Germany,Male,45,7,98.39
2012-07-25,2012,207,3,CDI,Germany,Male,44,2,25.69
2012-07-25,2012,207,3,HAP,Germany,Male,169,6,110.15
2012-07-25,2012,207,3,SSI,Germany,Male,130,3,40.1
2012-07-25,2012,207,3,UTI,Germany,Male,325,6,101.11
2012-07-26,2012,208,4,BSI,EU/EEA,Female,37,5,79.15
2012-07-26,2012,208,4,CDI,EU/EEA,Female,49,3,28.53
2012-07-26,2012,208,4,HAP,EU/EEA,Female,153,6,100.1
2012-07-26,2012,208,4,SSI,EU/EEA,Female,96,2,29.71
2012-07-26,2012,208,4,UTI,EU/EEA,Female,333,6,103.68
2012-07-26,2012,208,4,BSI,EU/EEA,Male,51,7,109.3
2012-07-26,2012,208,4,CDI,EU/EEA,Male,49,3,28.53
2012-07-26,2012,208,4,HAP,EU/EEA,Male,188,7,122.33
2012-07-26,2012,208,4,SSI,EU/EEA,Male,144,4,44.55
2012-07-26,2012,208,4,UTI,EU/EEA,Male,361,6,112.31
2012-07-26,2012,208,4,BSI,Germany,Female,33,5,71.95
2012-07-26,2012,208,4,CDI,Germany,Female,45,2,25.94
2012-07-26,2012,208,4,HAP,Germany,Female,139,5,90.99
2012-07-26,2012,208,4,SSI,Germany,Female,87,2,27
2012-07-26,2012,208,4,UTI,Germany,Female,303,5,94.25
2012-07-26,2012,208,4,BSI,Germany,Male,46,7,99.35
2012-07-26,2012,208,4,CDI,Germany,Male,45,2,25.94
2012-07-26,2012,208,4,HAP,Germany,Male,171,6,111.23
2012-07-26,2012,208,4,SSI,Germany,Male,131,3,40.49
2012-07-26,2012,208,4,UTI,Germany,Male,328,6,102.1
2012-07-27,2012,209,5,BSI,EU/EEA,Female,37,5,80.68
2012-07-27,2012,209,5,CDI,EU/EEA,Female,50,3,29.09
2012-07-27,2012,209,5,HAP,EU/EEA,Female,156,6,102.04
2012-07-27,2012,209,5,SSI,EU/EEA,Female,98,2,30.28
2012-07-27,2012,209,5,UTI,EU/EEA,Female,339,6,105.69
2012-07-27,2012,209,5,BSI,EU/EEA,Male,52,8,111.42
2012-07-27,2012,209,5,CDI,EU/EEA,Male,50,3,29.09
2012-07-27,2012,209,5,HAP,EU/EEA,Male,191,7,124.71
2012-07-27,2012,209,5,SSI,EU/EEA,Male,147,4,45.42
2012-07-27,2012,209,5,UTI,EU/EEA,Male,368,6,114.49
2012-07-27,2012,209,5,BSI,Germany,Female,34,5,73.35
2012-07-27,2012,209,5,CDI,Germany,Female,46,2,26.44
2012-07-27,2012,209,5,HAP,Germany,Female,142,5,92.76
2012-07-27,2012,209,5,SSI,Germany,Female,89,2,27.52
2012-07-27,2012,209,5,UTI,Germany,Female,308,5,96.08
2012-07-27,2012,209,5,BSI,Germany,Male,47,7,101.28
2012-07-27,2012,209,5,CDI,Germany,Male,46,2,26.44
2012-07-27,2012,209,5,HAP,Germany,Male,174,6,113.38
2012-07-27,2012,209,5,SSI,Germany,Male,134,3,41.28
2012-07-27,2012,209,5,UTI,Germany,Male,334,6,104.08
2012-07-28,2012,210,6,BSI,EU/EEA,Female,34,5,73
2012-07-28,2012,210,6,CDI,EU/EEA,Female,45,2,26.31
2012-07-28,2012,210,6,HAP,EU/EEA,Female,142,5,92.33
2012-07-28,2012,210,6,SSI,EU/EEA,Female,88,2,27.4
2012-07-28,2012,210,6,UTI,EU/EEA,Female,307,5,95.62
2012-07-28,2012,210,6,BSI,EU/EEA,Male,47,7,100.81
2012-07-28,2012,210,6,CDI,EU/EEA,Male,45,2,26.31
2012-07-28,2012,210,6,HAP,EU/EEA,Male,173,7,112.83
2012-07-28,2012,210,6,SSI,EU/EEA,Male,133,3,41.09
2012-07-28,2012,210,6,UTI,EU/EEA,Male,333,6,103.59
2012-07-28,2012,210,6,BSI,Germany,Female,31,4,66.36
2012-07-28,2012,210,6,CDI,Germany,Female,41,2,23.93
2012-07-28,2012,210,6,HAP,Germany,Female,129,5,83.93
2012-07-28,2012,210,6,SSI,Germany,Female,80,2,24.9
2012-07-28,2012,210,6,UTI,Germany,Female,279,5,86.92
2012-07-28,2012,210,6,BSI,Germany,Male,42,6,91.63
2012-07-28,2012,210,6,CDI,Germany,Male,41,2,23.93
2012-07-28,2012,210,6,HAP,Germany,Male,157,6,102.59
2012-07-28,2012,210,6,SSI,Germany,Male,121,3,37.35
2012-07-28,2012,210,6,UTI,Germany,Male,302,5,94.17
2012-07-29,2012,211,7,BSI,EU/EEA,Female,34,5,73
2012-07-29,2012,211,7,CDI,EU/EEA,Female,45,2,26.31
2012-07-29,2012,211,7,HAP,EU/EEA,Female,142,5,92.33
2012-07-29,2012,211,7,SSI,EU/EEA,Female,88,2,27.4
2012-07-29,2012,211,7,UTI,EU/EEA,Female,307,5,95.62
2012-07-29,2012,211,7,BSI,EU/EEA,Male,47,7,100.81
2012-07-29,2012,211,7,CDI,EU/EEA,Male,45,2,26.31
2012-07-29,2012,211,7,HAP,EU/EEA,Male,173,7,112.83
2012-07-29,2012,211,7,SSI,EU/EEA,Male,133,3,41.09
2012-07-29,2012,211,7,UTI,EU/EEA,Male,333,6,103.59
2012-07-29,2012,211,7,BSI,Germany,Female,31,4,66.36
2012-07-29,2012,211,7,CDI,Germany,Female,41,2,23.93
2012-07-29,2012,211,7,HAP,Germany,Female,129,5,83.93
2012-07-29,2012,211,7,SSI,Germany,Female,80,2,24.9
2012-07-29,2012,211,7,UTI,Germany,Female,279,5,86.92
2012-07-29,2012,211,7,BSI,Germany,Male,42,6,91.63
2012-07-29,2012,211,7,CDI,Germany,Male,41,2,23.93
2012-07-29,2012,211,7,HAP,Germany,Male,157,6,102.59
2012-07-29,2012,211,7,SSI,Germany,Male,121,3,37.35
